省份,剧种,BV号,视频进度(秒),弹幕内容
四川,川剧,BV11f421v74w,4103.864,他坏人修行，滥情尼姑庵，祸害36名比丘尼，倒让发妻独守空闺。
四川,川剧,BV11f421v74w,3590.456,鲁迅：从来如此，便对吗
四川,川剧,BV11f421v74w,2982.71,哈哈哈哈哈害我莫名其妙的笑了一下
四川,川剧,BV11f421v74w,3923.518,我前几天问一个帮腔的老师，她说里面穿粉色衣衫，敞开外衣的，通常都是流氓
四川,川剧,BV11f421v74w,5724.906,姚安着急了
四川,川剧,BV11f421v74w,5008.675,姚安:兄弟你可以哦
四川,川剧,BV11f421v74w,2222.543,申佳升怎么不按套路出牌？
四川,川剧,BV11f421v74w,4644.829,很早就开始玩儿，能力在但是活性不行了
四川,川剧,BV11f421v74w,2730.84,看着确实年纪不大
四川,川剧,BV11f421v74w,2584.731,即便现在还有如此想法的人
四川,川剧,BV11f421v74w,4895.417,救救我，一个看越剧的碎了
四川,川剧,BV11f421v74w,1754.313,听的人心里发酸
四川,川剧,BV11f421v74w,849.068,新时代川剧哈哈哈哈哈哈
四川,川剧,BV11f421v74w,3071.919,注意看，这里搀的也是鬼
四川,川剧,BV11f421v74w,4281.391,两人现在开始吃瓜模式
四川,川剧,BV11f421v74w,2599.904,劲儿劲儿的，哈哈哈哈
四川,川剧,BV11f421v74w,3405.758,申桂生茶茶的
四川,川剧,BV11f421v74w,3814.057,衣服一直敞开就没穿好过，太细节了
四川,川剧,BV11f421v74w,1538.198,她现在是鬼魂，他不相信是这个抛弃了她，她决定给他一次机会，结果他把机会浪费了，他就没了。
四川,川剧,BV11f421v74w,5021.784,应该用度 度过是时间
四川,川剧,BV11f421v74w,4061.446,越剧玉蜻蜓也是这样情节吗 大为震撼
四川,川剧,BV11f421v74w,2673.432,川剧褶子功很出名
四川,川剧,BV11f421v74w,834.257,怎么还有互动环节啊哈哈哈
四川,川剧,BV11f421v74w,352.74,两个翅膀好像汉服的翟冠
四川,川剧,BV11f421v74w,4081.736,还挺可爱的这版也没觉得哪里渣了呀
四川,川剧,BV11f421v74w,1273.464,对比来说这个还算有点良心的吧还是纠结的
四川,川剧,BV11f421v74w,791.502,啊，终于甩过来了
四川,川剧,BV11f421v74w,658.552,是红楼里边的那个警幻仙姑吗？
四川,川剧,BV11f421v74w,1429.842,警幻仙姑跟穿书一样
四川,川剧,BV11f421v74w,2941.843,演员的表情好可爱哈哈
四川,川剧,BV11f421v74w,3960.893,女怕难缠郎
四川,川剧,BV11f421v74w,5778.087,既能做下，就不会后悔，所谓后悔不过不想担责。
四川,川剧,BV11f421v74w,2293.485,笑死我了哈哈哈哈哈哈哈哈哈哈哈
四川,川剧,BV11f421v74w,427.823,不是判词，是对联
四川,川剧,BV11f421v74w,4851.003,现代医学来说，这个精子质量是不行哈
四川,川剧,BV11f421v74w,4792.157,自己～吓～自己
四川,川剧,BV11f421v74w,4062.515,小鲜肉，男公关，男模哄富婆姐姐怕不是也是这些手段吧。
四川,川剧,BV11f421v74w,3948.933,说的好听点叫“烈女怕缠郎”，难听点就是不断骚扰。
四川,川剧,BV11f421v74w,2564.48,他人的话语，只是变心的借口。
四川,川剧,BV11f421v74w,1247.17,“上岸第一剑，先斩意中人”的套路由来已久啊。。
四川,川剧,BV11f421v74w,5565.077,话锋一转
四川,川剧,BV11f421v74w,4005.29,你泡妞的方式真是别具一格……
四川,川剧,BV11f421v74w,2840.357,珍妃井
四川,川剧,BV11f421v74w,2268.747,委身，那还真是委屈你了
四川,川剧,BV11f421v74w,4407.06,太好笑了这一幕
四川,川剧,BV11f421v74w,3995.545,这个晃悠手手好可爱啊啊啊
四川,川剧,BV11f421v74w,3755.518,哇塞裕仁有酒窝哎
四川,川剧,BV11f421v74w,5742.103,这一段好诶
四川,川剧,BV11f421v74w,3401.191,哈哈哈哈哈哈哈哈哈好可爱
四川,川剧,BV11f421v74w,4654.761,睡了36个  只有志贞怀了
四川,川剧,BV11f421v74w,5136.213,妹妹说紫色很有韵味
四川,川剧,BV11f421v74w,826.088,笑死了就巴拉王魁
四川,川剧,BV11f421v74w,2963.746,是个狠角色
四川,川剧,BV11f421v74w,3522.836,姚安长得确实乖
四川,川剧,BV11f421v74w,3653.598,仙姐姐懒得理你哈哈哈哈哈哈
四川,川剧,BV11f421v74w,3547.172,哈哈哈哈哈哈哈哈哈
四川,川剧,BV11f421v74w,1649.445,词真的很美，我本来只知道昆曲的词很美，没想到川剧也这么美
四川,川剧,BV11f421v74w,1566.848,痴情桂英
四川,川剧,BV11f421v74w,1375.699,我觉得挺好的，第一次看川剧
四川,川剧,BV11f421v74w,4362.135,他搞了整个尼姑庵，30多人......
四川,川剧,BV11f421v74w,6013.887,今朝
四川,川剧,BV11f421v74w,3764.888,这个人的声音好听耶
四川,川剧,BV11f421v74w,5755.346,这段真的好
四川,川剧,BV11f421v74w,4504.57,还怪上人家庙会了
四川,川剧,BV11f421v74w,6203.324,那不肾虚累死的吗
四川,川剧,BV11f421v74w,4829.307,吕布:我被酒色所伤，竟然憔悴至此
四川,川剧,BV11f421v74w,3004.51,哈哈哈哈哈哈哈哈哈哈
四川,川剧,BV11f421v74w,4575.504,妈耶，升哥你玩的真花啊
四川,川剧,BV11f421v74w,2964.492,让人感觉有点渗人骂的
四川,川剧,BV11f421v74w,4008.957,我也服了哈哈哈哈
四川,川剧,BV11f421v74w,3937.098,申桂升太会撒娇了
四川,川剧,BV11f421v74w,3845.295,好漂亮
四川,川剧,BV11f421v74w,4544.659,哈哈哈想起来了，在另一个up那看过这出戏的片段
四川,川剧,BV11f421v74w,3507.903,笑死，风水轮流转了
四川,川剧,BV11f421v74w,2289.955,笑死我了，这个
四川,川剧,BV11f421v74w,4539.156,兄弟你好猛啊
四川,川剧,BV11f421v74w,6024.17,忘恩，好色，多疑（？
四川,川剧,BV11f421v74w,4416.566,咋了？身体不行虚透了已经
四川,川剧,BV11f421v74w,4558.699,你说多少
四川,川剧,BV11f421v74w,4294.108,尼姑（低配版）
四川,川剧,BV11f421v74w,4044.104,这位姐姐好可爱啊哈哈哈哈
四川,川剧,BV11f421v74w,3665.457,哈哈哈笑死我了╯∀╰
四川,川剧,BV11f421v74w,1918.319,演员小姐姐好漂亮，落泪也好看
四川,川剧,BV11f421v74w,5822.232,这头面好精致，好好看
四川,川剧,BV11f421v74w,6288.258,好！！！！！！！！
四川,川剧,BV11f421v74w,4067.079,哎呦，天呐，不要像个小孩子一样，快起来，快起来，快起来！
四川,川剧,BV11f421v74w,2416.874,姚安来啦
四川,川剧,BV11f421v74w,2291.715,哈哈哈哈哈哈哈好嘴
四川,川剧,BV11f421v74w,4036.496,见美女就叫姐姐，先撒娇再跪地恳求，这一套耍赖小连招下来，很少有古代女子扛得住啊
四川,川剧,BV11f421v74w,2181.576,三个人还互相看不上了
四川,川剧,BV11f421v74w,4337.024,这两小只吐槽真好玩
四川,川剧,BV11f421v74w,4918.568,没想到戏曲也能通过含糊不清的语气语调表现临终的虚弱，可能是演员年轻，气力和口齿都能控制的很好吧
四川,川剧,BV11f421v74w,2668.564,坏点子生成器
四川,川剧,BV11f421v74w,3136.004,神仙姐姐上場是吸了多大一口煙可以這樣噴
四川,川剧,BV11f421v74w,2834.122,你在才怕啊
四川,川剧,BV11f421v74w,4576.624,还真是力竭了哈哈哈哈
四川,川剧,BV11f421v74w,1112.953,良心良心没有咯
四川,川剧,BV11f421v74w,6182.861,姚安的基本功真好
四川,川剧,BV11f421v74w,3994.404,哈哈哈哈哈求你
四川,川剧,BV11f421v74w,1372.243,曲开头说了借古警今，再加上互动，明显带大家一起品「旧故事」推现代嘛
四川,川剧,BV11f421v74w,528.787,红绿灯哈哈哈哈哈哈
四川,川剧,BV11f421v74w,4143.786,没记错的话 他俩是青梅竹马
四川,川剧,BV11f421v74w,5782.49,红绿灯的我笑死
四川,川剧,BV11f421v74w,1084.919,我觉得有些人把王魁说的太过于坏了，在没看之前，我还以为他是毫不犹豫就答应了，但是他有犹豫只能说明他心志不坚，还没有那么十恶不赦
四川,川剧,BV11f421v74w,443.019,再一次感叹曹雪芹的牛逼
四川,川剧,BV11f421v74w,1397.024,这个新编戏差不多是这几年所有新编戏里最好的一出了，各方面平衡得不错，而且可以作为创新川剧的一张新名片四处演出，意思是什么时候来岭南演一演
四川,川剧,BV11f421v74w,2469.97,要按可以说是最俊的一个
四川,川剧,BV11f421v74w,1335.08,前面的，给了，给了200两分手费
四川,川剧,BV11f421v74w,4201.317,哈哈哈，感觉这个人很适合演比较撩人的角色，真的很撩哎，而且长得也好看
四川,川剧,BV11f421v74w,2490.579,好灵动的表情
四川,川剧,BV11f421v74w,1155.134,好了，一切尽在不言中了是吧
四川,川剧,BV11f421v74w,58.392,好戏开锣
四川,川剧,BV11f421v74w,1541.8,这女的咋死的？被丈夫抛弃后寻死了？
四川,川剧,BV11f421v74w,1249.398,所以我们现在玩的从古至今都没变过
四川,川剧,BV11f421v74w,495.594,这么帅演渣男
四川,川剧,BV11f421v74w,4610.3,这位把自己玩死了？
四川,川剧,BV11f421v74w,4723.665,渣，不是还说烈女怕缠郎吗？
四川,川剧,BV11f421v74w,1993.81,贬妻为妾又不是什么好名声，他肯定不想给人留话柄啊
四川,川剧,BV11f421v74w,1294.809,好像猪八戒啊哈哈哈
四川,川剧,BV11f421v74w,1139.73,这迷恋的眼神
四川,川剧,BV11f421v74w,5261.697,不至于啊什么怨念所化 单纯是代角而已 同一个演员来回走仨角色 每一个人都是独立的 警幻仙姑不过是一位仙 
四川,川剧,BV11f421v74w,1579.492,奴 可能就是指奴家而已 古代女子的自称 
四川,川剧,BV11f421v74w,5744.42,这一段好好听
四川,川剧,BV11f421v74w,438.328,很多红楼梦里的东西
四川,川剧,BV11f421v74w,2836.663,怕的就是你啊
四川,川剧,BV11f421v74w,4043.177,我的天呐。遭不住遭不住，
四川,川剧,BV11f421v74w,624.841,异想天开
四川,川剧,BV11f421v74w,2627.442,演员这段唱词发挥得不错
四川,川剧,BV11f421v74w,3101.138,这一跪是他欠梦姐的
四川,川剧,BV11f421v74w,2079.251,这个表情，沉眉怒目，太好看了！！！
四川,川剧,BV11f421v74w,3168.162,盖头遮住了视线
四川,川剧,BV11f421v74w,2805.787,尬笑
四川,川剧,BV11f421v74w,1355.365,爱这种东西本来就缥缈吧
四川,川剧,BV11f421v74w,1258.998,说不答应时感觉面相更正hhh
四川,川剧,BV11f421v74w,1175.201,好无情
四川,川剧,BV11f421v74w,617.989,一通乱猜
四川,川剧,BV11f421v74w,1661.733,可不可以多出一些这样的合集啊，好看又幽默又新颖还有互动
四川,川剧,BV11f421v74w,4733.373,人尼姑也没想到，都皈依佛门了还要渡情劫
四川,川剧,BV11f421v74w,2674.21,这个踢袍好厉害 ，那个衣服感觉刷的一下就飘上来了 
四川,川剧,BV11f421v74w,3779.057,这个罪名属于调戏僧尼，是会下无间地狱的
四川,川剧,BV11f421v74w,3982.587,好可爱
四川,川剧,BV11f421v74w,3837.965,尼姑造型好萌
四川,川剧,BV11f421v74w,3331.513,姚安这裤子样式挺好，垂坠感特别好，好想买一件，之前刷到过一个戏曲女演员也穿过这种裤子
四川,川剧,BV11f421v74w,5845.158,这动作设计的不错
四川,川剧,BV11f421v74w,475.461,红色衣服的是姚安
四川,川剧,BV11f421v74w,2167.784,大哥不说二哥
四川,川剧,BV11f421v74w,791.772,榜首肯定姚安啊都杀了人了
四川,川剧,BV11f421v74w,4410.202,天天36个你遭得住啊？
四川,川剧,BV11f421v74w,4949.184,观众表示这咋了呀？
四川,川剧,BV11f421v74w,3122.753,看姚安旁边的
四川,川剧,BV11f421v74w,2649.332,想学
四川,川剧,BV11f421v74w,1317.907,利益熏心了，爱到最后全凭良心啊
四川,川剧,BV11f421v74w,6034.628,贪嗔痴
四川,川剧,BV11f421v74w,2897.647,“让我看看到底死没死透”
四川,川剧,BV11f421v74w,3781.619,尼姑？？
四川,川剧,BV11f421v74w,2037.882,……啥东西都不给，就让人走
四川,川剧,BV11f421v74w,1275.91,这但凡回去跟那个老婆说说清楚。跟他讲清楚一下丞相府的局势，他也不一定在这了
四川,川剧,BV11f421v74w,483.193,红色是姚安
四川,川剧,BV11f421v74w,4382.0,姚安还往后看了两眼
四川,川剧,BV11f421v74w,2852.008,凶相毕露
四川,川剧,BV11f421v74w,2891.714,在观察他的张氏死了没
四川,川剧,BV11f421v74w,5526.753,忏悔的小曲
四川,川剧,BV11f421v74w,5007.989,你还挺骄傲
四川,川剧,BV11f421v74w,742.308,申桂生挺帅啊
四川,川剧,BV11f421v74w,677.278,意思就是这三个人分别是其他戏曲里的负心男，警幻仙姑要审他们呢。
四川,川剧,BV11f421v74w,2835.971,笑容马上消失
四川,川剧,BV11f421v74w,5040.997,好的，现在是都知道他肾虚了。
四川,川剧,BV11f421v74w,1282.537,权利和金钱才是婚姻的补品，大补！
四川,川剧,BV11f421v74w,4125.859,暧昧那味出来了
四川,川剧,BV11f421v74w,1822.512,一旦回去这个罪诶～
四川,川剧,BV11f421v74w,1690.274,好喜欢女性角色的装造美死了
四川,川剧,BV11f421v74w,3788.125,啊？这，这对吗
四川,川剧,BV11f421v74w,1060.252,初版差点无所谓，后来人唱好了也是一出经典
四川,川剧,BV11f421v74w,798.068,都是直接处刑根本不给原谅的机会的
四川,川剧,BV11f421v74w,3773.249,这个老师唱的好好！神态也好好 太符合人设了hh
四川,川剧,BV11f421v74w,4937.682,吓我一跳！
四川,川剧,BV11f421v74w,4008.977,仙姑好美丽啊
四川,川剧,BV11f421v74w,3463.039,这几个渣男还互相吐槽哈哈
四川,川剧,BV11f421v74w,2679.032,踢得好轻盈
四川,川剧,BV11f421v74w,1286.485,哎呀 这不小心就坐上了
四川,川剧,BV11f421v74w,213.389,感觉这一段是木偶戏皮影戏的感觉
四川,川剧,BV11f421v74w,779.573,榜魁-王魁
四川,川剧,BV11f421v74w,5769.564,你们还冤枉，被你们伤害的那些女性更冤
四川,川剧,BV11f421v74w,4726.386,还真会怪，怪天怪地怪空气，是吧？
四川,川剧,BV11f421v74w,4259.767,其他圈子的话来说，刚那段叫“开车”了，但“拉灯”了。
四川,川剧,BV11f421v74w,4133.733,小尼姑涉世未深，渣男有的是力气和手段。
四川,川剧,BV11f421v74w,2985.902,川渝地区才晓得这个“哦 吼”的门道有多深！
四川,川剧,BV11f421v74w,2899.518,“叶问蹲”进阶版
四川,川剧,BV11f421v74w,2178.454,不要对任何职业，学历的人抱有滤镜
四川,川剧,BV11f421v74w,1902.681,演员的“小珍珠”都下来了，泪痕都看得见。。呜X﹏X哭
四川,川剧,BV11f421v74w,1000.01,情景重现
四川,川剧,BV11f421v74w,5254.678,代角，戏曲的留白，你怎么理解都行
四川,川剧,BV11f421v74w,4507.542,就算不是庙会以后也会有其他会
四川,川剧,BV11f421v74w,326.118,她真的很美!
四川,川剧,BV11f421v74w,4008.439,她笑了～
四川,川剧,BV11f421v74w,2188.315,哈哈
四川,川剧,BV11f421v74w,6108.188,好霸气这句
四川,川剧,BV11f421v74w,3968.385,啊啊啊好可爱他好会
四川,川剧,BV11f421v74w,4566.263,弟弟，好勉强啊（doge）
四川,川剧,BV11f421v74w,4344.014,铁南通
四川,川剧,BV11f421v74w,4178.021,哈哈哈哈哈青蛙鸣叫吸引异性（bushi）
四川,川剧,BV11f421v74w,4101.11,沪剧：啊？
四川,川剧,BV11f421v74w,2351.226,这段稍微有一点点不自然 应该可以精进一下
四川,川剧,BV11f421v74w,3555.306,他们三个不会正好是贪嗔痴吧
四川,川剧,BV11f421v74w,5301.079,石怀玉和陈世美
四川,川剧,BV11f421v74w,4583.952,玩过了  就要嘎了  笑死了
四川,川剧,BV11f421v74w,3666.035,陈世美应该也榜上有名才行
四川,川剧,BV11f421v74w,2254.232,猪油迷了心！
四川,川剧,BV11f421v74w,5733.879,都担当不起
四川,川剧,BV11f421v74w,3316.47,哈哈哈，后台的切菜菜刀
四川,川剧,BV11f421v74w,3888.777,好美啊啊啊啊啊啊
四川,川剧,BV11f421v74w,5256.936,仙姑应该是天下被负女儿的怨念所化
四川,川剧,BV11f421v74w,4744.886,怪人家女娃娃
四川,川剧,BV11f421v74w,2707.773,原来是杀妻那个啊，果然很惨
四川,川剧,BV11f421v74w,1287.913,坐个椅子就能轻易摧毁渣男的理智
四川,川剧,BV11f421v74w,3994.942,哈哈哈哈哈哈哈哈哈
四川,川剧,BV11f421v74w,31.901,画质感人啊
四川,川剧,BV11f421v74w,3665.746,群贤毕至
四川,川剧,BV11f421v74w,898.448,都来学学男人的自信
四川,川剧,BV11f421v74w,5249.051,代角
四川,川剧,BV11f421v74w,4332.351,（“娇羞”转圈）
四川,川剧,BV11f421v74w,1122.975,这锣鼓打得好啊
四川,川剧,BV11f421v74w,4026.926,莫名有点可爱
四川,川剧,BV11f421v74w,5416.253, 也不跟渣男耍了
四川,川剧,BV11f421v74w,4400.701,我㗆个豆36个呀
四川,川剧,BV11f421v74w,3644.709,仙姐姐好漂亮
四川,川剧,BV11f421v74w,5160.629,这比前两位还要。。。
四川,川剧,BV11f421v74w,5116.074,无敌了
四川,川剧,BV11f421v74w,4817.783,好家伙，容貌焦虑了是吧
四川,川剧,BV11f421v74w,5037.364,哈哈哈哈哈哈
四川,川剧,BV11f421v74w,4245.561,现在是在耍流氓吧？？！
四川,川剧,BV11f421v74w,4464.469,我们三十二人同床耍
四川,川剧,BV11f421v74w,1645.361,川剧唱词特别的漂亮
四川,川剧,BV11f421v74w,1497.933,好美的焦桂英
四川,川剧,BV11f421v74w,3982.117,妈呀撒娇
四川,川剧,BV11f421v74w,2299.749,哈哈哈哈哈哈哈哥子软饭硬吃
四川,川剧,BV11f421v74w,4464.44,申桂生
四川,川剧,BV11f421v74w,3839.657,好看爆灯
四川,川剧,BV11f421v74w,5487.784,不帅靠富贵也多不了情啊
四川,川剧,BV11f421v74w,288.179,绝美
四川,川剧,BV11f421v74w,4368.062,得，尼姑庵成青楼了
四川,川剧,BV11f421v74w,4260.253,没抱啊
四川,川剧,BV11f421v74w,2296.281,噗哈哈哈哈软饭硬吃
四川,川剧,BV11f421v74w,5876.419,好身手
四川,川剧,BV11f421v74w,5784.619,榜首应该是陈世美，毕竟他是天下渣男的代表词
四川,川剧,BV11f421v74w,5180.638,一耳光子拍飞你，还博爱，你这是烂爱
